timeNs,timeSeconds,vehicleId,gatewayId,runtimeGatewayId,distanceMeters,coverageRadiusMeters,active,available,cellRegionId,bandwidthPoolId
15000000000,15,veh_0,rsu_north,rsu_0,1057.305487,520,false,false,region_north_normal,pool_rsu_north
15000000000,15,veh_1,rsu_central,rsu_1,3330.244283,300,false,false,region_central_degraded,pool_rsu_central
15000000000,15,veh_1,rsu_north,rsu_0,1200.500761,520,false,false,region_north_normal,pool_rsu_north
15000000000,15,veh_2,rsu_central,rsu_1,3471.056531,300,false,false,region_central_degraded,pool_rsu_central
15000000000,15,veh_2,rsu_north,rsu_0,1341.396002,520,false,false,region_north_normal,pool_rsu_north
16000000000,16,veh_0,rsu_central,rsu_1,3151.013343,300,false,false,region_central_degraded,pool_rsu_central
16000000000,16,veh_0,rsu_north,rsu_0,1021.271344,520,false,false,region_north_normal,pool_rsu_north
16000000000,16,veh_1,rsu_central,rsu_1,3295.303169,300,false,false,region_central_degraded,pool_rsu_central
16000000000,16,veh_1,rsu_north,rsu_0,1165.549625,520,false,false,region_north_normal,pool_rsu_north
16000000000,16,veh_2,rsu_central,rsu_1,3435.801046,300,false,false,region_central_degraded,pool_rsu_central
16000000000,16,veh_2,rsu_north,rsu_0,1306.130141,520,false,false,region_north_normal,pool_rsu_north
17000000000,17,veh_0,rsu_central,rsu_1,3116.059887,300,false,false,region_central_degraded,pool_rsu_central
17000000000,17,veh_0,rsu_north,rsu_0,986.310846,520,false,false,region_north_normal,pool_rsu_north
17000000000,17,veh_1,rsu_central,rsu_1,3259.545378,300,false,false,region_central_degraded,pool_rsu_central
17000000000,17,veh_1,rsu_north,rsu_0,1129.784440,520,false,false,region_north_normal,pool_rsu_north
17000000000,17,veh_2,rsu_central,rsu_1,3400.543905,300,false,false,region_central_degraded,pool_rsu_central
17000000000,17,veh_2,rsu_north,rsu_0,1270.862526,520,false,false,region_north_normal,pool_rsu_north
18000000000,18,veh_0,rsu_central,rsu_1,3080.813220,300,false,false,region_central_degraded,pool_rsu_central
18000000000,18,veh_0,rsu_north,rsu_0,951.056977,520,false,false,region_north_normal,pool_rsu_north
18000000000,18,veh_1,rsu_central,rsu_1,3224.399044,300,false,false,region_central_degraded,pool_rsu_central
18000000000,18,veh_1,rsu_north,rsu_0,1094.631501,520,false,false,region_north_normal,pool_rsu_north
18000000000,18,veh_2,rsu_central,rsu_1,3365.724521,300,false,false,region_central_degraded,pool_rsu_central
18000000000,18,veh_2,rsu_north,rsu_0,1236.032709,520,false,false,region_north_normal,pool_rsu_north
19000000000,19,veh_0,rsu_central,rsu_1,3045.116735,300,false,false,region_central_degraded,pool_rsu_central
19000000000,19,veh_0,rsu_north,rsu_0,915.353101,520,false,false,region_north_normal,pool_rsu_north
19000000000,19,veh_1,rsu_central,rsu_1,3188.578933,300,false,false,region_central_degraded,pool_rsu_central
19000000000,19,veh_1,rsu_north,rsu_0,1058.804594,520,false,false,region_north_normal,pool_rsu_north
19000000000,19,veh_2,rsu_central,rsu_1,3329.787903,300,false,false,region_central_degraded,pool_rsu_central
19000000000,19,veh_2,rsu_north,rsu_0,1200.085240,520,false,false,region_north_normal,pool_rsu_north
19000000000,19,veh_3,rsu_central,rsu_1,3471.975595,300,false,false,region_central_degraded,pool_rsu_central
19000000000,19,veh_3,rsu_north,rsu_0,1342.272547,520,false,false,region_north_normal,pool_rsu_north
20000000000,20,veh_0,rsu_central,rsu_1,3009.605930,300,false,false,region_central_degraded,pool_rsu_central
20000000000,20,veh_0,rsu_north,rsu_0,879.834771,520,false,false,region_north_normal,pool_rsu_north
20000000000,20,veh_1,rsu_central,rsu_1,3152.685557,300,false,false,region_central_degraded,pool_rsu_central
20000000000,20,veh_1,rsu_north,rsu_0,1022.904352,520,false,false,region_north_normal,pool_rsu_north
20000000000,20,veh_2,rsu_central,rsu_1,3295.010299,300,false,false,region_central_degraded,pool_rsu_central
20000000000,20,veh_2,rsu_north,rsu_0,1165.297065,520,false,false,region_north_normal,pool_rsu_north
20000000000,20,veh_3,rsu_central,rsu_1,3436.068814,300,false,false,region_central_degraded,pool_rsu_central
20000000000,20,veh_3,rsu_north,rsu_0,1306.355568,520,false,false,region_north_normal,pool_rsu_north
21000000000,21,veh_0,rsu_central,rsu_1,2974.171247,300,false,false,region_central_degraded,pool_rsu_central
21000000000,21,veh_0,rsu_north,rsu_0,844.392383,520,false,false,region_north_normal,pool_rsu_north
21000000000,21,veh_1,rsu_central,rsu_1,3116.780980,300,false,false,region_central_degraded,pool_rsu_central
21000000000,21,veh_1,rsu_north,rsu_0,986.992858,520,false,false,region_north_normal,pool_rsu_north
21000000000,21,veh_2,rsu_central,rsu_1,3259.978486,300,false,false,region_central_degraded,pool_rsu_central
21000000000,21,veh_2,rsu_north,rsu_0,1130.257787,520,false,false,region_north_normal,pool_rsu_north
21000000000,21,veh_3,rsu_central,rsu_1,3400.851013,300,false,false,region_central_degraded,pool_rsu_central
21000000000,21,veh_3,rsu_north,rsu_0,1271.127719,520,false,false,region_north_normal,pool_rsu_north
22000000000,22,veh_0,rsu_central,rsu_1,2939.348461,300,false,false,region_central_degraded,pool_rsu_central
22000000000,22,veh_0,rsu_north,rsu_0,809.561955,520,false,false,region_north_normal,pool_rsu_north
22000000000,22,veh_1,rsu_central,rsu_1,3080.949629,300,false,false,region_central_degraded,pool_rsu_central
22000000000,22,veh_1,rsu_north,rsu_0,951.193414,520,false,false,region_north_normal,pool_rsu_north
22000000000,22,veh_2,rsu_central,rsu_1,3224.569270,300,false,false,region_central_degraded,pool_rsu_central
